"","window","bayes_factor","is_sig","mean_a","mean_b","sd_a","sd_b","log2_fold_change","a","b"
"17","Chr1:246801-246850",-0.453323781184962,FALSE,465.944301851754,357.430439799541,266.91307258922,102.422293558376,0.382495004350807,"col_a4_4h","col_mock"
"18","Chr1:246851-246900",0.783498649868374,FALSE,408.69035788636,228.289196390602,68.5721605886961,81.0366827082525,0.840145619919721,"col_a4_4h","col_mock"
"19","Chr1:246901-246950",-0.569032433030108,FALSE,289.81604253375,263.235669204715,168.418780783413,258.258627310585,0.138782464602305,"col_a4_4h","col_mock"
"20","Chr1:246951-247000",-0.353169560410279,FALSE,343.214261669916,454.335877497577,113.406261401028,179.30876966953,-0.404649732294995,"col_a4_4h","col_mock"
"21","Chr1:247001-247050",-0.418250757265185,FALSE,273.081568096367,230.972996332703,80.3104551128281,54.438318003524,0.241607749110923,"col_a4_4h","col_mock"
"22","Chr1:247051-247100",-0.559960819944151,FALSE,218.181745489746,193.795105433101,148.973767854258,107.342977937387,0.170998267489572,"col_a4_4h","col_mock"
"23","Chr1:247151-247200",-0.552148797565941,FALSE,216.625593349515,248.127687724143,106.33899098744,161.699554437652,-0.195879028629569,"col_a4_4h","col_mock"
"24","Chr1:247201-247250",-0.53013547367538,FALSE,396.159107016543,468.425682428236,126.655128617351,291.201396718484,-0.241740209127723,"col_a4_4h","col_mock"
"25","Chr1:247251-247300",0.592691249212846,FALSE,282.170732343194,577.875805558532,109.894096556188,163.032785121145,-1.03419111385779,"col_a4_4h","col_mock"
"26","Chr1:247301-247350",-0.472047282027795,FALSE,663.445529260605,492.458077978565,244.65180291253,426.377597939367,0.429977105241309,"col_a4_4h","col_mock"
"27","Chr1:247351-247400",-0.450297733870564,FALSE,578.210687003956,700.232092775224,247.844882347665,198.208551887889,-0.276237910107172,"col_a4_4h","col_mock"
"28","Chr1:247401-247450",-0.447646956134316,FALSE,695.069695233233,973.208815432149,212.720861559918,683.069375154595,-0.485591743069631,"col_a4_4h","col_mock"
"29","Chr1:247451-247500",-0.575450010833908,FALSE,333.36693000524,330.111431229642,115.731616265653,164.645636734814,0.0141578984528,"col_a4_4h","col_mock"
"30","Chr1:247501-247550",-0.541316010124267,FALSE,842.912012924269,761.503967444643,218.136485793508,350.528068254007,0.146530490619033,"col_a4_4h","col_mock"
"31","Chr1:247551-247600",-0.444608010860824,FALSE,761.612335587435,626.097528489336,341.4779237782,43.7236761968594,0.282669439484747,"col_a4_4h","col_mock"
"32","Chr1:247601-247650",0.728090311145658,FALSE,662.453553735334,423.631697134238,118.348724342042,84.5384402148188,0.64500876792136,"col_a4_4h","col_mock"
"33","Chr1:247651-247700",-0.558665284686137,FALSE,652.059605761357,665.829807765128,92.6280441004323,36.6873288264655,-0.0301496088361856,"col_a4_4h","col_mock"
"34","Chr1:247701-247750",-0.214936127952059,FALSE,745.680682004152,526.540575483526,188.647634816376,256.267258086276,0.502013256446317,"col_a4_4h","col_mock"
"35","Chr1:247751-247800",-0.353532842566258,FALSE,587.920837247054,423.920523113831,104.329038694732,295.529170733553,0.471828098417851,"col_a4_4h","col_mock"
"36","Chr1:247801-247850",-0.571792533254897,FALSE,962.094868644259,998.730437084496,344.337455603261,436.419509581765,-0.0539161792462594,"col_a4_4h","col_mock"
"37","Chr1:247851-247900",0.967400781137102,FALSE,1259.10038242774,583.074760392871,322.912026318373,152.123066229283,1.11064052808739,"col_a4_4h","col_mock"
"38","Chr1:247901-247950",-0.540877414957992,FALSE,840.128035139535,974.996885363282,275.261208174181,621.35459265291,-0.214788399436219,"col_a4_4h","col_mock"
"39","Chr1:247951-248000",-0.531529317472228,FALSE,778.334005899387,739.422396133306,128.005037855658,117.441241206157,0.0739906492235708,"col_a4_4h","col_mock"
"40","Chr1:248001-248050",0.0598328756470057,FALSE,827.826020377195,561.168897950114,211.270544764416,173.524229953102,0.560892544638546,"col_a4_4h","col_mock"
"41","Chr1:248051-248100",0.0092500965035951,FALSE,758.939560385571,436.394933601823,173.998041044493,302.389978978993,0.798350645860242,"col_a4_4h","col_mock"
"42","Chr1:248101-248150",-0.524381297941275,FALSE,596.441342615064,768.572776624812,111.923509622594,702.916138618815,-0.365801613877718,"col_a4_4h","col_mock"
"43","Chr1:248151-248200",-0.56824247418845,FALSE,854.701996673839,882.101246039936,132.945628024628,269.410073075934,-0.0455227626285607,"col_a4_4h","col_mock"
"44","Chr1:248201-248250",-0.572853920690383,FALSE,773.264271657266,798.062296492854,282.343290219854,339.187922923095,-0.0455398116817034,"col_a4_4h","col_mock"
"45","Chr1:248251-248300",0.367350456730597,FALSE,286.943653468674,852.289746925119,180.316220588717,403.465496626127,-1.57057651100859,"col_a4_4h","col_mock"
"46","Chr1:248301-248350",-0.566492955364157,FALSE,391.844921410846,350.120674628914,372.209075028167,175.481074865244,0.162430543347282,"col_a4_4h","col_mock"
"47","Chr1:248351-248400",-0.160676060174545,FALSE,229.502206249137,347.331213545113,122.586177597921,98.9011759553833,-0.597804044321937,"col_a4_4h","col_mock"
"48","Chr1:248401-248450",-0.441920001640202,FALSE,219.545127021449,351.706078079857,151.192728113203,295.744730751746,-0.679852754348367,"col_a4_4h","col_mock"
"49","Chr1:248451-248500",-0.542170950877604,FALSE,357.958351412458,414.115713441251,214.439089365319,192.948420489573,-0.210242207035929,"col_a4_4h","col_mock"
"50","Chr1:248501-248550",-0.460974386660282,FALSE,299.662104438323,341.393587001138,79.0186915959064,81.8251845281718,-0.188099307164377,"col_a4_4h","col_mock"
"51","Chr1:248551-248600",-0.573822173109763,FALSE,341.119142098408,352.071279016889,72.1227646287291,229.263497221702,-0.0455918261126048,"col_a4_4h","col_mock"
"52","Chr1:248601-248650",-0.525836686151976,FALSE,363.110932145468,302.142891979868,173.726691747546,187.816419017879,0.265179363353639,"col_a4_4h","col_mock"
"53","Chr1:248651-248700",-0.0224026677481621,FALSE,682.447345419239,394.493278140954,231.395424669357,224.874442705279,0.79071702039309,"col_a4_4h","col_mock"
"54","Chr1:248701-248750",-0.573347451029007,FALSE,587.382430624013,559.539976978968,176.162278907316,516.13668378747,0.070058903519355,"col_a4_4h","col_mock"
"55","Chr1:248751-248800",-0.467188935985176,FALSE,764.753691314318,670.129105262937,209.025534528823,163.843194256849,0.190556097326128,"col_a4_4h","col_mock"
"56","Chr1:248801-248850",-0.469587379099402,FALSE,598.712569755283,493.064796386749,95.2824132455334,284.490652771351,0.280086307782782,"col_a4_4h","col_mock"
"57","Chr1:248851-248900",0.464868247913565,FALSE,650.737356493609,302.340606784987,216.086859086589,131.988206054605,1.10590061847435,"col_a4_4h","col_mock"
"58","Chr1:248901-248950",-0.472239849102896,FALSE,447.322251435856,501.721696005961,118.065799818907,102.800152126587,-0.165572801043553,"col_a4_4h","col_mock"
"59","Chr1:248951-249000",-0.562376728665976,FALSE,269.615004691921,321.675893726716,250.36156181652,345.062086355426,-0.254707036971148,"col_a4_4h","col_mock"
"60","Chr1:249001-249050",-0.351795513945929,FALSE,359.857202127626,246.126390502804,93.3115780434578,195.256584583838,0.54802517579741,"col_a4_4h","col_mock"
"61","Chr1:249051-249100",-0.339285495687217,FALSE,677.842962935936,490.865026038458,155.939035788222,308.017536671446,0.465624701541475,"col_a4_4h","col_mock"
"62","Chr1:249101-249150",-0.545394939318066,FALSE,367.574318966251,340.377549664862,101.570877103312,106.344781035485,0.110900090377133,"col_a4_4h","col_mock"
"63","Chr1:2195751-2195800",-0.559855584218794,FALSE,287.81691575541,258.128139048357,140.898120431141,172.579121201037,0.157063964558185,"col_a4_4h","col_mock"
"64","Chr1:2195801-2195850",-0.285816802711273,FALSE,624.395032477855,465.411236113932,185.304355397091,184.986446311105,0.423953018469804,"col_a4_4h","col_mock"
"65","Chr1:2195851-2195900",-0.523972136242409,FALSE,839.812670765803,1039.78966747326,98.1954958354467,817.684415948538,-0.308152263883178,"col_a4_4h","col_mock"
"66","Chr1:2195901-2195950",-0.098723993843723,FALSE,445.105683234314,914.176201980074,225.810765334681,530.352553270616,-1.0383243412584,"col_a4_4h","col_mock"
"67","Chr1:2195951-2196000",0.0959481222175365,FALSE,474.514513649379,656.748300800773,38.6304151426268,175.996715990912,-0.468888348048132,"col_a4_4h","col_mock"
"68","Chr1:2196001-2196050",-0.402799080004859,FALSE,315.520518656235,428.470889757239,170.198879044398,179.645601046576,-0.441463362851126,"col_a4_4h","col_mock"
"69","Chr1:2196051-2196100",-0.537886194590987,FALSE,195.340467784253,241.062284683868,26.6942965465059,219.317448907063,-0.303415095574929,"col_a4_4h","col_mock"
"70","Chr1:2196101-2196150",-0.369023332172106,FALSE,483.970126890479,335.792404023148,278.391323773168,96.4886605590353,0.52734840437037,"col_a4_4h","col_mock"
"71","Chr1:2196151-2196200",-0.522242951558707,FALSE,325.11053279643,262.526493692877,166.924948532613,190.696655311382,0.30846727235524,"col_a4_4h","col_mock"
"72","Chr1:2196201-2196250",-0.431622607242991,FALSE,379.512905179605,299.995560710007,110.650613086945,157.052757659802,0.339207792632899,"col_a4_4h","col_mock"
"73","Chr1:2196251-2196300",-0.149963359763326,FALSE,227.629237701203,310.724005256446,106.365934679237,25.5643773738617,-0.448947826792825,"col_a4_4h","col_mock"
"74","Chr1:2196301-2196350",-0.0346233619512897,FALSE,302.57150614482,391.98953982051,92.9586736468603,41.0424878291748,-0.373539024724143,"col_a4_4h","col_mock"
"75","Chr1:2196351-2196400",-0.162157206922251,FALSE,484.907157733015,364.116871718404,116.43153515552,112.368859075355,0.413306958523014,"col_a4_4h","col_mock"
"76","Chr1:2196401-2196450",1.3167152124476,FALSE,483.188217068152,731.226502550127,85.1096301108034,67.4383918450604,-0.597733086519459,"col_a4_4h","col_mock"
"77","Chr1:2196451-2196500",-0.573255472282456,FALSE,480.839505556489,462.264598712424,276.406735294742,225.748570811233,0.0568365501957775,"col_a4_4h","col_mock"
"78","Chr1:2196501-2196550",0.270559734901171,FALSE,410.174339657727,779.140108145237,166.135313842898,263.694765185566,-0.92564554269223,"col_a4_4h","col_mock"
"79","Chr1:2196551-2196600",-0.564076627193565,FALSE,871.302843611642,824.489172957678,401.075907790614,88.0101106723168,0.079673703011427,"col_a4_4h","col_mock"
"80","Chr1:2196601-2196650",-0.573994709803259,FALSE,876.938408482434,898.681523256868,405.091558310993,294.664202919435,-0.0353344218991067,"col_a4_4h","col_mock"
"81","Chr1:2196651-2196700",-0.481508911686495,FALSE,587.187124239771,715.019306559241,177.127872148329,343.369220643084,-0.284161863972072,"col_a4_4h","col_mock"
"82","Chr1:2196701-2196750",-0.213094200324097,FALSE,684.791117328996,1210.6066748815,220.525360854066,728.630481629293,-0.821994317463385,"col_a4_4h","col_mock"
"83","Chr1:2196751-2196800",-0.529644956379729,FALSE,747.596467147162,615.925467620362,561.564691499712,125.569617549377,0.279503968740142,"col_a4_4h","col_mock"
"84","Chr1:2196801-2196850",-0.379885200829373,FALSE,647.244045811574,975.627852684271,360.889333702218,567.474913378461,-0.59202115705051,"col_a4_4h","col_mock"
"85","Chr1:2196851-2196900",0.128558044878339,FALSE,401.937678485648,620.479233205683,196.948180669635,71.0853855192218,-0.626411100650115,"col_a4_4h","col_mock"
"86","Chr1:2196901-2196950",-0.55756835053492,FALSE,659.290442952733,701.206645385633,237.384375016799,173.230333816036,-0.0889255004234459,"col_a4_4h","col_mock"
"87","Chr1:2196951-2197000",0.0136714341538653,FALSE,814.776898504302,1189.40895506277,202.657056903616,348.649431349077,-0.545767861881737,"col_a4_4h","col_mock"
"88","Chr1:2197001-2197050",-0.0190754936938462,FALSE,392.085718319899,948.344272503958,216.512442136157,581.985329118984,-1.274241795511,"col_a4_4h","col_mock"
"89","Chr1:2197051-2197100",0.602635631020811,FALSE,540.111750449246,260.405637265143,69.3406450143624,171.233612815269,1.05249725498617,"col_a4_4h","col_mock"
"90","Chr1:2197101-2197150",-0.508539156858096,FALSE,391.724461689157,519.345337102958,403.844217258638,219.471758278989,-0.406854951483108,"col_a4_4h","col_mock"
"91","Chr1:2197151-2197200",-0.504442710054014,FALSE,765.493504562516,605.769124917239,120.889044733626,544.693090519678,0.337622087935416,"col_a4_4h","col_mock"
"92","Chr1:2197201-2197250",-0.554144774919527,FALSE,538.583631998354,637.49117820461,316.308041480556,551.132797667441,-0.243234991848772,"col_a4_4h","col_mock"
"93","Chr1:2197251-2197300",0.0730701644378517,FALSE,451.417182528603,870.84465316626,413.030085850554,97.0400251175637,-0.947954050984321,"col_a4_4h","col_mock"
"94","Chr1:2197301-2197350",-0.575270565985125,FALSE,504.390105090203,511.662490706285,292.587139429166,170.192826762402,-0.0206525014099047,"col_a4_4h","col_mock"
"95","Chr1:2197351-2197400",-0.571002692775176,FALSE,474.61941828196,505.790618299605,372.767434638244,216.697886193896,-0.0917691500356712,"col_a4_4h","col_mock"
"96","Chr1:2197401-2197450",0.147958404536119,FALSE,500.919990886319,596.473601976082,87.1170545850898,22.1764437823385,-0.25187810192899,"col_a4_4h","col_mock"
"97","Chr1:2197451-2197500",-0.572071392306699,FALSE,311.190830649731,328.675745653789,197.2139122654,192.198414305367,-0.0788654464769084,"col_a4_4h","col_mock"
"98","Chr1:2197501-2197550",-0.500925281048853,FALSE,739.883764311917,607.5178660588,446.835841014961,61.2171217556565,0.284371804722132,"col_a4_4h","col_mock"
"99","Chr1:2197551-2197600",-0.0766120311823393,FALSE,487.514639950937,805.366226390298,236.591802610979,297.178694128886,-0.724199429793681,"col_a4_4h","col_mock"
"100","Chr1:2197601-2197650",-0.347085103535756,FALSE,337.7299998339,551.249998068815,157.344648026577,369.538883583603,-0.706836409062199,"col_a4_4h","col_mock"
"101","Chr1:2197651-2197700",0.279918648817764,FALSE,711.14614009358,361.740027421622,288.176982945478,52.1852990214716,0.975192818680625,"col_a4_4h","col_mock"
"102","Chr1:2197701-2197750",0.52648874864932,FALSE,351.336348542661,630.68707654692,175.352845760265,83.7808809512542,-0.844071528575977,"col_a4_4h","col_mock"
"103","Chr1:2197751-2197800",-0.559911323337444,FALSE,951.040996145595,886.103882233717,331.463996087754,358.385453618903,0.102031689310869,"col_a4_4h","col_mock"
"104","Chr1:2197801-2197850",0.596585754879887,FALSE,705.40727382203,577.924523746021,34.6338458214101,77.1215484480778,0.287575361445891,"col_a4_4h","col_mock"
"105","Chr1:2197851-2197900",-0.381166971013787,FALSE,383.978850078655,551.765724865563,164.206213933522,303.244325790992,-0.523028992587182,"col_a4_4h","col_mock"
"106","Chr1:2197901-2197950",-0.406180634803645,FALSE,445.498763128831,329.565696782637,229.137865391041,115.768935172092,0.434855340497157,"col_a4_4h","col_mock"
"107","Chr1:2197951-2198000",-0.574744452821661,FALSE,571.697257460735,552.068222446317,514.397039485857,321.022077087398,0.0504048087399996,"col_a4_4h","col_mock"
"108","Chr1:2198001-2198050",-0.573625469110704,FALSE,1215.73624527535,1199.34757616472,48.3799126236829,338.582335226558,0.0195804504840337,"col_a4_4h","col_mock"
"109","Chr1:2198051-2198100",-0.106308961406752,FALSE,945.420729030851,1431.04369103854,294.993667093598,525.508258517473,-0.598039317217104,"col_a4_4h","col_mock"
"110","Chr1:2198101-2198150",-0.32540727547136,FALSE,491.057174299426,739.8608951918,389.52264587286,215.269217533425,-0.591363039389603,"col_a4_4h","col_mock"
"111","Chr1:2198151-2198200",0.02928370276963,FALSE,436.923564691905,644.911808670358,198.513607395145,95.1985382310927,-0.561720969222949,"col_a4_4h","col_mock"
"112","Chr1:2198201-2198250",0.0400127145717866,FALSE,379.075939071573,245.265133364493,123.277325300285,66.4451165685748,0.628144731386129,"col_a4_4h","col_mock"
"113","Chr1:2198251-2198300",-0.574687702322946,FALSE,677.930783158969,668.159036505574,288.785518604367,50.3081416273302,0.0209464448510467,"col_a4_4h","col_mock"
"114","Chr1:2198301-2198350",-0.507336941486277,FALSE,334.673211587613,288.845014673014,98.5778805862969,130.500558154681,0.212457482631894,"col_a4_4h","col_mock"
"115","Chr1:2198351-2198400",-0.284101086742522,FALSE,462.109303942353,573.618759217164,148.809705803101,106.570166786297,-0.311858069177498,"col_a4_4h","col_mock"
"116","Chr1:2198401-2198450",-0.332277303919086,FALSE,426.620324678121,597.318776129111,109.110098979935,290.280545185398,-0.4855483732436,"col_a4_4h","col_mock"
"117","Chr1:2198451-2198500",-0.339695725160992,FALSE,436.230917662849,655.935222897939,362.681677730341,182.609769802092,-0.588461324106689,"col_a4_4h","col_mock"
"118","Chr1:2198501-2198550",-0.308393723089601,FALSE,475.619182123758,647.04249427934,281.622206686331,89.6530079031751,-0.444053562431011,"col_a4_4h","col_mock"
"119","Chr1:2198551-2198600",-0.204830685323901,FALSE,373.727689312998,648.494809327249,104.387880707578,378.456332277856,-0.795107570632416,"col_a4_4h","col_mock"
"120","Chr1:2198601-2198650",0.100659368282582,FALSE,224.9754214604,151.053581797977,55.782221666888,46.7069478029199,0.574707001975922,"col_a4_4h","col_mock"
"121","Chr1:2198651-2198700",-0.516575785480547,FALSE,266.990936399787,233.054225942472,82.9892756571057,100.719549346838,0.196125093938603,"col_a4_4h","col_mock"
"122","Chr1:2198701-2198750",-0.571877756200935,FALSE,326.8574688867,315.295213739035,23.414180491057,175.848901093029,0.0519583942751209,"col_a4_4h","col_mock"
"123","Chr1:2198751-2198800",0.0147735327373626,FALSE,424.842045033014,283.29550343212,151.886865781981,9.51200075206414,0.584618848431812,"col_a4_4h","col_mock"
"124","Chr1:2198801-2198850",-0.531199072381223,FALSE,335.191681273655,359.052438509855,52.8575916069242,92.0193523145332,-0.0992082156939578,"col_a4_4h","col_mock"
"125","Chr1:2198851-2198900",-0.383086478907188,FALSE,262.267269326509,203.525939415138,95.0576903042499,75.4851775121383,0.365825094110533,"col_a4_4h","col_mock"
"126","Chr1:2198901-2198950",-0.575684760317186,FALSE,298.551608949131,298.483218337144,147.342833470514,77.8850114336237,0.000330522752371133,"col_a4_4h","col_mock"
"127","Chr1:2198951-2199000",-0.0465080473629498,FALSE,589.873988831009,483.054709978663,47.6813436597904,113.482666131698,0.288220197706834,"col_a4_4h","col_mock"
"128","Chr1:2199001-2199050",-0.0146014345632248,FALSE,254.191520289474,151.435439341179,84.0721174520379,77.1816361787328,0.747213035184994,"col_a4_4h","col_mock"
"129","Chr1:2199051-2199100",-0.42505374676989,FALSE,330.73269187294,239.039286648097,173.16833325783,129.651185983694,0.468417910496094,"col_a4_4h","col_mock"
"130","Chr1:2199101-2199150",-0.300138758727849,FALSE,328.221515387095,574.387411611335,293.777804370303,296.234827008959,-0.807354318453243,"col_a4_4h","col_mock"
"131","Chr1:2199151-2199200",0.0994819949674826,FALSE,660.694337211745,349.725386680829,291.828684401492,93.3995851865285,0.917760453934697,"col_a4_4h","col_mock"
"132","Chr1:2199201-2199250",0.311174228873157,FALSE,377.097688504498,184.983713168737,152.0179813917,39.1325952680456,1.02754005250538,"col_a4_4h","col_mock"
"133","Chr1:2199601-2199650",-0.562120277439918,FALSE,197.87131096688,182.017453456282,116.060396031531,55.3535101350525,0.120485658066864,"col_a4_4h","col_mock"
"134","Chr1:2199651-2199700",-0.115833154391465,FALSE,488.501711842618,346.00378760301,145.478740141066,104.394461412725,0.497575787085404,"col_a4_4h","col_mock"
"135","Chr1:2199701-2199750",-0.352153802488582,FALSE,499.3331730671,397.028384453205,146.548466522832,128.395498272054,0.33076060234245,"col_a4_4h","col_mock"
"136","Chr1:2199751-2199800",-0.324540008592816,FALSE,153.8134150219,105.440503586404,74.7373868487446,43.2718526099682,0.544752169347877,"col_a4_4h","col_mock"
"137","Chr1:2199801-2199850",-0.552766456378408,FALSE,103.883038903217,129.822237293457,62.8752902025297,148.771414937794,-0.321577401128773,"col_a4_4h","col_mock"
"138","Chr1:2199851-2199900",-0.305261595564029,FALSE,267.888394684558,181.330474359293,104.073232143928,105.590706951038,0.563010678416885,"col_a4_4h","col_mock"
"139","Chr1:2199901-2199950",0.556817689543442,FALSE,245.206752486956,446.714592093498,69.81126486412,118.203618046158,-0.865354673151338,"col_a4_4h","col_mock"
"140","Chr1:2199951-2200000",-0.427916656174457,FALSE,280.818145907543,358.989241751608,108.25826284497,151.646124060212,-0.354304447049111,"col_a4_4h","col_mock"
"141","Chr1:2200001-2200050",0.120599872216866,FALSE,115.348613799852,203.993379269422,78.9042750745848,33.1296343148678,-0.822521662841647,"col_a4_4h","col_mock"
"142","Chr1:2200051-2200100",-0.339257876863571,FALSE,123.066618051384,100.407734303875,21.8562917379,35.6720776037431,0.293569079476439,"col_a4_4h","col_mock"
"143","Chr1:2200101-2200150",-0.41880311490152,FALSE,62.7275043226102,36.5276018978936,56.7962109661178,20.7877490223516,0.780111123394211,"col_a4_4h","col_mock"
"144","Chr1:2454351-2454400",-0.480116874793219,FALSE,290.985028612816,367.609956272385,114.930266657497,199.026950353085,-0.33723091345702,"col_a4_4h","col_mock"
"145","Chr1:2454401-2454450",-0.208786123326093,FALSE,520.562828419438,642.827619159636,55.7713928398654,166.712980982046,-0.304359618310256,"col_a4_4h","col_mock"
"146","Chr1:2454451-2454500",-0.533588535437054,FALSE,752.336566869519,636.652644368574,518.662232277708,105.021291252163,0.240871756034938,"col_a4_4h","col_mock"
"147","Chr1:2454501-2454550",0.0607095503040291,FALSE,912.297004517127,616.070684560487,283.244053916498,108.853715736658,0.566407692771148,"col_a4_4h","col_mock"
"148","Chr1:2454551-2454600",-0.572726442787808,FALSE,945.515111725146,962.336896518952,112.278096019559,270.463902640469,-0.0254415272497845,"col_a4_4h","col_mock"
"149","Chr1:2454601-2454650",-0.575403493415029,FALSE,984.695851909729,980.182712519345,168.995841835425,190.818669654854,0.00662747854812998,"col_a4_4h","col_mock"
"150","Chr1:2454651-2454700",-0.362168447653853,FALSE,984.750345984792,806.808144152265,302.86702694036,170.471094559775,0.287532371718771,"col_a4_4h","col_mock"
"151","Chr1:2454701-2454750",-0.384308596096498,FALSE,970.772093829541,675.37385011187,526.180470092469,313.574708649622,0.523446316315181,"col_a4_4h","col_mock"
"152","Chr1:2454751-2454800",-0.399574309608189,FALSE,856.126014209077,1063.26994297653,150.880048048859,423.243693342329,-0.312612845420547,"col_a4_4h","col_mock"
"153","Chr1:2454801-2454850",0.110858338944068,FALSE,1787.61983329081,952.367290463501,750.314170723725,315.489847093966,0.908449979871786,"col_a4_4h","col_mock"
"154","Chr1:2454851-2454900",-0.558801146684495,FALSE,1340.8508450901,1488.85389478861,554.226011870688,921.293841603781,-0.151053423135284,"col_a4_4h","col_mock"
"155","Chr1:2454901-2454950",-0.158908256379569,FALSE,1443.81948760455,1038.63507679639,414.811003322425,346.134581207276,0.475201527611701,"col_a4_4h","col_mock"
"156","Chr1:2454951-2455000",-0.0441964454790518,FALSE,1334.01222573711,857.144285371265,509.436977460254,201.990617274807,0.638161905782755,"col_a4_4h","col_mock"
"157","Chr1:2455001-2455050",0.0115376654385648,FALSE,702.988709017493,965.420553422826,61.8421775323424,276.313026538657,-0.457656023735429,"col_a4_4h","col_mock"
"158","Chr1:2455051-2455100",-0.174168733502204,FALSE,713.953397984107,1372.20686099303,396.50778362061,805.075853325263,-0.942596171900689,"col_a4_4h","col_mock"
"159","Chr1:2455101-2455150",0.283443761944402,FALSE,948.766853178083,1368.62489451164,213.89408547778,278.165132223608,-0.528601581714302,"col_a4_4h","col_mock"
"160","Chr1:2455151-2455200",0.0638900478487328,FALSE,799.40514239967,386.475273857264,345.644012733996,241.429563788811,1.04855073782262,"col_a4_4h","col_mock"
"161","Chr1:2455201-2455250",-0.185494429367298,FALSE,650.54109824881,791.804946735015,154.05727220503,120.984502076563,-0.283504877732656,"col_a4_4h","col_mock"
"162","Chr1:2455251-2455300",-0.564188297665556,FALSE,776.00033265177,830.019684728056,296.674967054815,372.40232845058,-0.0970882809287124,"col_a4_4h","col_mock"
"163","Chr1:2455301-2455350",-0.0362977735287346,FALSE,508.37289800197,957.528903300026,135.985985645883,493.011428398285,-0.913428915374368,"col_a4_4h","col_mock"
"164","Chr1:2455351-2455400",0.271876164077142,FALSE,474.402598992085,917.948908843191,370.254742572546,54.5716312860614,-0.95230194477971,"col_a4_4h","col_mock"
"165","Chr1:2455401-2455450",-0.500301101628071,FALSE,521.350048431516,448.892158115249,102.582957091672,223.399512630109,0.215883468628706,"col_a4_4h","col_mock"
"166","Chr1:2455451-2455500",-0.117562725675421,FALSE,395.625490703969,604.169269925382,141.629296382252,221.195252009374,-0.610817421673366,"col_a4_4h","col_mock"
"167","Chr1:2455501-2455550",-0.560046990269473,FALSE,280.98668454972,263.510758381117,50.5728937023743,121.872535149029,0.0926399012346539,"col_a4_4h","col_mock"
"168","Chr1:2455551-2455600",-0.239986703087169,FALSE,295.171494443841,202.889992762618,110.444160116118,85.5913855364614,0.54085569480393,"col_a4_4h","col_mock"
"169","Chr1:2455601-2455650",-0.529362871902068,FALSE,402.534985308947,471.614984087937,66.7698761829732,293.455422687618,-0.228495379296196,"col_a4_4h","col_mock"
"170","Chr1:2455651-2455700",-0.509916526844659,FALSE,801.615025343094,866.826083445288,46.3705950346842,232.805976550791,-0.112833015427405,"col_a4_4h","col_mock"
